TIPO;REGISTRO_SANITARIO;NOMBRE_COMERCIAL;"NOMBRE_GENERICO	";FORMA_FARMACEUTICA;CONCENTRACION;LABORATORIO;BAJO_LICENCIA;PARA_TERCEROS;PAIS_ORIGEN;EMPRESA_PROVEEDORA
II;77293;GINKGO BILOBA 400 MG;GINKGO BILOBA;CÁPSULA;400MG;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;77295;CALCIUM 600® PLUS D;CALCIO/VITAMINA D3;TABLETA RECUBIERTA;600MG/200UI;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
NN;77297;HAND SANITIZER;ALCOHOL ETILICO;SOLUCIÓN;80%V/V;LABORATORIO FARMACÉUTICO TELCHI LITEL;/;/;BOLIVIA;TELCHI - LITEL
II;77315;CLOTRIVAL 1%;CLOTRIMAZOL;CREMA;1G;CIFARMA S.A.C.;/;DROGUERIA INRETAIL PHARMA S.A.C.;PERU;QUIMIZA LTDA.
II;77316;MULTIVITAMINAS + MINERALES KIDS;VITAMINAS Y MINERALES;TABLETA EFERVESCENTE;VARIOS;C.HEDENKAMP GMBH & CO.KG;/;/ DISTRIBUIDO POR:SUNLIFE PRODUKTIONS-UND VERTRIEBSGESELLSCHAFT MBH;ALEMANIA;SOLARISBOLIVIA S.R.L.
II;77319;OCUVIT;"EXT.SEMILLAS UVA;BETACAROTENO;ASC.CALCIO,OTROS";CÁPSULA BLANDA;VARIOS;OCEAN HEALTHCARE PVT.LTD.;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
NN;77340;TRIGRIP DIA;PARACETAMOL/DEXTROMETORF BROMHIDRA/FENILEFRINACLH;CÁPSULA;500MG/20MG/10MG;LABORATORIO HAHNEMANN S.R.L.;/;/;BOLIVIA;LABORATORIO HAHNEMANN S.R.L.
NN;77341;TRIGRIP DIA Y NOCHE;REFIERE FORMULA;CÁPSULA;REFIERE FORMULA;LABORATORIO HAHNEMANN S.R.L.;/;/;BOLIVIA;LABORATORIO HAHNEMANN S.R.L.
II;77343;PROSTAGUARD®;VER FORMULA;CÁPSULA;VER FORMULA;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
NN;77345;CLORENINN 2%;GLUCONATO DE CLORHEXIDINA;SOLUCION HIDROALCOHOLICA;2%;"INDUSTRIAS TORRICO ANTELO""ITA"" S.R.L.";/;/;BOLIVIA;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L."
II;77389;ELIDOL® DUO;BENZOCAINA/DECUALINIO CLORURO;PASTILLA;10MG/0.25MG;APEX DRUG HOUSE;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;77411;GINGER BURST;VARIOS;TABLETA MASTICABLE;VER FORMULA;MASON VITAMINS.INC.;/;/;ESTADOS UNIDOS;MEGA VIT S.R.L.
II;77472;SNIF JET;CLORURO DE SODIO;SOLUCION NASAL;0,9%;HERBARIUM LABORATORIO BOTANICO LTDA. ;/;/;BRASIL;LABORATORIOS EUROFARMA BOLIVIA S.A.
II;77477;ACTIFEM;PARACETAMOL + CAFEÍNA + IBUPROFENO;CÁPSULA BLANDA;350MG + 30MG + 200MG;OCEAN HEALTHCARE PVT.LTD.;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;77504;INMUNEX PLUS;VITAMINAS, MINERALES Y NUTRIENTES;POLVO;VER FORMULA;VICTUS INC.;/;/;ESTADOS UNIDOS;QUIMFA BOLIVIA S.A.
II;77546;CMINA;ACIDO ASCORBICO ( VITAMINA C);COMPRIMIDO EFERVESCENTE;2000MG;CIAN HEALTHCARE LTD.;/;/;INDIA;SAN FERNANDO S.R.L.
II;77551;CLOROFILA;EXTRACTO DE ALFALFA-EXTRACTO DE MORINGA;SOLUCION ORAL;"1,8G;0,3G.";CARVAGU S.A.;/;/;ECUADOR;MEDIFARM S.R.L.
II;77577;REDOZINC 1000MG + 10MG;"ÁCIDO ASCORBICO; CITRATO DE ZINC TRIHIDRATADO";COMPRIMIDO EFERVESCENTE;"1000MG; 10MG";LABORATORIOS PORTUGAL S.R.L.;/;/;PERU;MACANUDO S.R.L.
II;77633;PVM JUNIOR PLUS VAINILLA;VER FORMULA;POLVO;VER FORMULA;HERSIL S.A . LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
II;77647;DULGUS;IBUPROFENO;SUSPENSION ORAL;200MG/5ML;SANPRAS HEALTHCARE PVT.LTD.;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;77713;IBUPRONAL ® 400MG;IBUPROFENO;CÁPSULA BLANDA;400MG;CATALENT ARGENTINA S.A.I.C.;/;"ACONDICIONADO POR:TERAPEUTICA BOLIVIANA S.A.""TERBOL S.A.""";ARGENTINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
NN;77715;TRIGRIP NOCHE;PARACETAMOL/DEXTROMETOR/FENILEFRINA/CLORFENIRA;CÁPSULA; 500MG/20MG/10MG/4MG;LABORATORIO HAHNEMANN S.R.L.;/;/;BOLIVIA;LABORATORIO HAHNEMANN S.R.L.
PHN;77716;CHELIDONIUM;CHELIDONIUM MAJAUS L.;CÁPSULA;6 CH (SEXTA CENTESIM;LABORATORIO HAHNEMANN S.R.L.;/;/;BOLIVIA;LABORATORIO HAHNEMANN S.R.L.
II;77761;GUMYS® PRO-IMMUNE;VARIOS;GOMA MASTICABLE;VARIAS;GUANGDONG YICHAO BIOLOGICAL CO.LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;77762;GUMYS® VITAMIN C;ACIDO ASCORBICO;GOMA MASTICABLE;12MG;GUANGDONG YICHAO BIOLOGICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;77765;VITA ZINC;GLUCONATO DE ZINC;TABLETA;50MG;SANKALP HEALTHCARE AND ALLIED PRODUCTS PVT.LTD;/;LABORATORIOS VITA S.A.;INDIA;LABORATORIOS VITA S.A.
II;77771;ZINCMINA;ACIDO ASCÓRBICO (VITAMINA C) + SULFATO DE ZINC;COMPRIMIDO EFERVESCENTE;1000MG + 10MG;CIAN HEALTHCARE LTD.;/;/;INDIA;SAN FERNANDO S.R.L.
II;77782;MEGAVIT C - ZINC;ACIDO ASCORBICO(VITAMINA C)-ZINC;COMPRIMIDO EFERVESCENTE;1000MG-10MG;LABORATORIOS PORTUGAL S.R.L.;/;MEGALABS S.A.;PERU;MEGALABS BOLIVIA S.R.L.
II;77783;BLANQUI VISION;CLORHIDRATO DE NAFAZOLINA;SOLUCIÓN OFTÁLMICA;0.1%;FLAGSHIP BIOTECH INTERNATIONAL;/;/;INDIA;LAQFAGAL FARMA INDUSTRIA S.R.L.
II;77796; C-1GRAM;ACIDO ASCORBICO;TABLETA EFERVESCENTE;1G;YAARI HEALTHCARE LLP;/;ALMAGRAN S.R.L.;INDIA;ALMAGRAN S.R.L.
II;77802; DOLTRUAL;"PARCETAMOL;CAFEÍNA";CÁPSULA BLANDA;"500MG;30MG";BRIYOSIS SOFT CAPS PVT LTD;/;/;INDIA;SAN FERNANDO S.R.L.
II;77857;OMEGA 3 FORTE;ACEITE DE PESCADO (50% EPA + 25% DHA);CÁPSULA BLANDA;1000MG;"SHANDONG YUWANG PHARMACEUTICAL CO., LTD.
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;77858;BETA CAROTENE 25 000UI;VITAMINA A (BETACAROTENO);CÁPSULA BLANDA;25000UI;"SHANDONG YUWANG PHARMACEUTICAL CO., LTD.
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;77863;COLAG-HP® PLUS SABOR VAINILLA;VARIOS;POLVO P/SOL. ORAL;VER FORMULA;HC CLOVER PRODUCTOS Y SERVICIOS S.L.;/;DROGUERIA PERULAB S.A. (PERU);ESPAÑA;SCHMIDTS PHARMA S.R.L.
II;77865;CEREBRIN PLUS FORMULA;VARIOS(VER FORMULA);CAP. DURA DE GELATINA;VARIOS;XTRALIFE NATURAL PRODUCTS;/;/;ESTADOS UNIDOS;MAINES S.R.L.
PTA;77868;LA REINA MIELERA PASTILLAS DE ECHINACEA - INFANTIL;ECHINACEA PURPUREA;PASTILLAS (GRAGEA);2,85%;LABORATORIO ARTESANAL FRUMIEL ;/;/;BOLIVIA;"LABORATORIO ARTESANAL ""FRUMIEL"""
II;77882;VITAMIN C 2000MG;ACIDO ASCORBICO;TABLETA EFERVESCENTE;2000MG;JIANGSU HANDIAN BIOTECHNOLOGY CO.LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;77884;ARTIFLEX® PLUS;VER FORMULA;CÁPSULA;VER FORMULA;SHANDONG YUWANG PHARMACEUTICAL CO.LTD;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;77919;ASTAXANTHIN 12MG;ASTAXANTINA;CÁPSULA BLANDA;12MG;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;77920;COLLAGEN PLUS C;;CÁPSULA;394MG/48MG;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
PTA;77943;TILO BONAFIX;TILO;TISANA;100%;LABORATORIO ARTESANAL ANCESTRAL-BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
II;77954;COLAG-HP�® PLUS SABOR CHOCOLATE;SUPLEMENTO  - VARIOS;POLVO P/ SOLUCIÓN ORAL;VARIOS;HC CLOVER PRODUCTOS Y SERVICIOS S.L.;/;DROGUERIA PERULAB S.A. (PERU);ESPAÑA;SCHMIDTS PHARMA S.R.L.
PTA;77956;ACEITE DE ROMERO;ROMERO;ACEITE;70%;LABORATORIO ARTESANAL DE PRODUCTO NATURAL TRADICIONAL LANAGO;/;/;BOLIVIA;LANAGO
II;77973;PARACETAMOL - 500;PARACETAMOL;TABLETA;500MG;LABORATORIOS PORTUGAL S.R.L.;/;IMPORTADORA Y EXPORTADORA LECAR SRL;PERU;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
II;77977;COLAG-HP® PLUS SABOR NEUTRO;VER FORMULA;POLVO P/SOL. ORAL;VER FORMULA;HC CLOVER PRODUCTOS Y SERVICIOS S.L;/;DROGUERIA PERULAB S.A. (PERU);ESPAÑA;SCHMIDTS PHARMA S.R.L.
II;77978;COLAG-HP® PLUS SABOR FRUTOS DEL BOSQUE;VER FORMULA;POLVO P/SOL. ORAL;VER FORMULA;HC CLOVER PRODUCTOS Y SERVICIOS, SL.;/;DROGUERIA PERULAB S.A. (PERU);ESPAÑA;SCHMIDTS PHARMA S.R.L.
II;78018;PVM JUNIOR PLUS CHOCOLATE;VER FORMULA;POLVO;VER FORMULA;"HERSIL S.A . LABORATORIOS INDUSTRIALES FARMACEUTICOS
";/;/;PERU;PROMEDICAL S.A.
II;78019;SOY ISOFLAVONE 50 MG;ISOFLAVONAS DE SOYA CONCENTRADA;CÁPSULA BLANDA;50MG;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78038;5-HTP 200MG;5-HIDROXITRIPTÓFANO;TABLETA;200MG;MASON VITAMINS, INC.;/;/;ESTADOS UNIDOS;MEGA VIT S.R.L.
II;78040;ISOTON-C® CALCICO;VITAMINA C - MAGNESIO - CALCIO;TABLETA EFERVESCENTE;VER FORMULA;JIANGSU HANDIAN BIOTECHNOLOGY CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78044;XTRA VIGOR FEMALE;VER FORMULA;COMPRIMIDO;VER FORMULA;XTRALIFE NATURAL PRODUCTS;/;/;ESTADOS UNIDOS;MAINES S.R.L.
II;78051;CALCIUM PLUS FORTE;VITAMINA D3-CALCIO-MAGNESIO-ZINC;TABLETA RECUBIERTA;VER FÓRMULA;IVC NUTRITION CORPORATION ;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78070;FULL SPECTRUM® WOMEN;VER FORMULA;TABLETA RECUBIERTA;VER FORMULA;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
PTA;78073;DOLOREUM-LANAGO;EUCALIPTO (EUCALYTUS GLOBULOS LABIL;CREMA;10%;LANAGO;/;/;BOLIVIA;LANAGO
II;78074;IBUXIM;IBUPROFENO;COMPRIMIDO;400MG;SAVANT PHARM S.A. ;/;/;ARGENTINA;DROGUERÍA INTI S.A.
II;78076;VITAMINA E 1000UI;ACETATO DE DL ALFA TOCOFERILO;CÁPSULA BLANDA;1000UI;SHANDONG YUWANG PHARMACEUTICAL CO.;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78077;FOLIC ACID 800 MCG;ÁCIDO FOLICO;TABLETA RECUBIERTA;800MCG;IVC NUTRITION CORPORATION;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78079;MEGA MULTI FOR WOMEN;SUPLEMENTO ALIMENTICIO MULTIVITAMINICO Y MULTI-MIN;TABLETA;VER REVERSO;21ST. CENTURY HEALTHCARE INC. ;/;/;ESTADOS UNIDOS;COLHER GROUP S.R.L.
II;78153;GINKGO BILOBA 400MG;GINKGO BILOBA;CÁPSULA;400MG;SHANDONG YUWANG PHARMACEUTICAL CO.LTD;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78167;FULL SPECTRUM®;VARIOS VER REVERSO;TABLETA RECUBIERTA;VARIOS;IVC NUTRITION CORPORATION;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78168;CARDIOMEGA®;VARIOS;CÁPSULA BLANDA;VARIOS;SHANDONG YUWANG PHARMACEUTICAL CO.LTD;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78169; PROSTAGUARD®;VARIOS VER REVERSO;CÁPSULA;VARIAS;SHANDONG YUWANG PHARMACEUTICAL CO.LTD;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
PTA;78203;EUCALIP-SAN;EUCALIPTO;PASTILLA;0.7%;LABORATORIO ARTESANAL DE PRODUCTO NATURAL TRADICIONAL LANAGO;/;/;BOLIVIA;LANAGO
II;78209;CARDIO BALLENA AZUL SF;"ACEITE OMEGA 3; VITAMINA E ACETATO; ACEITE DE AJO";CÁPSULA DE GELAT. BLANDA;"300MG; 30MG; 50MG";FARMACAPS S.A.;/;LABORATORIOS SANTA FE, S.A.;GUATEMALA;MEGA VIT S.R.L.
NN;78271;CLOFEXAN;PARACETAMOL - DICLOFENACO SODICO;COMPRIMIDO RECUBIERTO;500MG - 50MG;LABORATORIOS BAGO DE BOLIVIA S.A. ;/;/;BOLIVIA;LABORATORIOS BAGO DE BOLIVIA S.A.
II;78272;CALCIUM MAGNESIUM ZINC + D3;VER FORMULA;TABLETA RECUBIERTA;VER FORMULA;21ST. CENTURY HEALTHCARE INC.;/;/;ESTADOS UNIDOS;COLHER GROUP S.R.L.
II;78285;VITAMIN C 500 MG;VITAMINA C (ACIDO ASCORBICO);TABLETA RECUBIERTA;500MG;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78287;VITAMIN E 400 UI;VITAMINA E(ACETATO DE DL ALFA TOCOFERILO);CÁPSULA BLANDA;400UI;SHANDONG YUWANG PHARMACEUTICAL CO.LTD;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78290;CLOTRIMAZOL;CLOTRIMAZOL;CREMA DERMICA;1%;LABORATORIO FARMACEUTICO SAN JOAQUIN-ROXFARMA S.A.;/;IMPORTADORA Y EXPORTADORA LECAR SRL;PERU;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
II;78291;DICLOFENACO;DICLOFENACO;GEL;1%;LABORATORIO FARMACEUTICO SAN JOAQUIN-ROXFARMA S.A.;/;IMPORTADORA Y EXPORTADORA LECAR SRL;PERU;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
II;78293;FULL SPECTRUM ®SPORT;VARIOS VER REVERSO;TABLETA RECUBIERTA;VARIOS;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78294;FULL SPECTRUM® SPORT;VARIOS VER REVERSO;TABLETA RECUBIERTA;VARIOS;IVC NUTRITION CORPORATION;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78296;FOLIC ACID 800 MCG;ÁCIDO FOLICO;TABLETA RECUBIERTA;800MCG;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78298;TRIPLE FAT BURNER;"AC.LINOLEICO;CARNITINA;EXT.TE VERDE";CÁPSULA BLANDA;"720MG;50MG;100MG";SHANDONG YUWANG PHARMACEUTICAL CO.LTD;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78299;ZINC 50 MG;OXIDO DE ZINC;TABLETA RECUBIERTA;50MG;IVC NUTRITION CORPORATION;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78300;CALCIUM PLUS FORTE;"VIT.D3;CALCIO;MAGNESIO;ZINC";TABLETA RECUBIERTA;"50UI;133MG;1.67MG;33";ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78346;TAPSIN 1000 SC;ACETAMINOFENO;COMPRIMIDO RECUBIERTO;1000MG;LABORATORIO MAVER S.A;/;/;CHILE;CAMSA INDUSTRIA Y COMERCIO S.A.
II;78355;SOY LECITHIN 1200 MG;LECITINA DE SOYA;CÁPSULA BLANDA;1200MG;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78356;ASHWAGANDHA 500 MG;ASHWAGANDHA;CÁPSULA;500MG;MASON VITAMINS. INC.;/;/;ESTADOS UNIDOS;MEGA VIT S.R.L.
II;78359;VITA OMEGA 3;OMEGA - 3 DHA + EPA;CÁPSULA BLANDA;120MG/180MG;MAX NUTRACEUTICALS ;/;LABORATORIOS VITA S.A.;;LABORATORIOS VITA S.A.
II;78393;AMINOMAX;LACTOALBÚMINA HIDROLIZADA Y PROTEINAS;CÁPSULA;VER FORMULA;SHANDONG YUWANG PHARMACEUTICAL CO.LTD.;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78394;ARTIFLEX® PLUS;VER FORMULA;CÁPSULA;VER FORMULA;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78400;GUMYS® OMEGA 3;ACEITE DE PESCADO;GOMA MASTICABLE;55MG;GUANGDONG YICHAO BIOLOGICAL CO., LTD;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78403;FULL SPECTRUM®;VER FÓRMULA;TABLETA RECUBIERTA;VER FÓRMULA;"ALPHACAPS GmbH
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78404;"ISOTON-C®
";"VITAMINA C; MAGNESIO";TABLETA EFERVESCENTE;"500MG; 131,74MG";JIANGSU HANDIAN BIOTECHNOLOGY CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78405;FULL SPECTRUM® VISION;VER FÓRMULA;CÁPSULA BLANDA;VER FÓRMULA;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78409;GUMYS® MULTIVITAMIN;VER FÓRMULA;GOMA MASTICABLE;VER FÓRMULA;"GUANGDONG YICHAO BIOLOGICAL CO., LTD.
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78444;VITAMIN C 1000MG;VITAMINA C (ACIDO ASCORBICO);TABLETA EFERVESCENTE;1000MG;"JIANGSU HANDIAN BIOTECHNOLOGY CO., LTD.
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78448;OMEGA 3.6.9;ACEITES DE: PESCADO, BORRAJA, LINAZA;CÁPSULA BLANDA;VER FÓRMULA;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78449;OMEGA 3 1000MG;ACEITE DE PESCADO (18% EPA + 12% DHA);CÁPSULA BLANDA;1000MG;"SHANDONG YUWANG PHARMACEUTICAL CO., LTD.
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78450;FULL SPECTRUM® PRENATAL;VER FÓRMULA;CÁPSULA BLANDA;VER FÓRMULA;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78457;CALCIUM 600 PLUS D;CALCIO / VITAMINA D3;TABLETA RECUBIERTA;600MG;IVC NUTRITION CORPORATION;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78463;ZOO FRIENDS MULTI GUMMIES;VER FORMULA;GOMA MASTICABLE;VER FORMULA;21ST. CENTURY HEALTHCARE INC.;/;/;ESTADOS UNIDOS;COLHER GROUP S.R.L.
II;78501;GINKGO BILOBA EXTRACT 60 MG;EXTRACTO GINKGO BILOBA(POLVO);CÁPSULA;60MG;SHANDONG YUWANG PHARMACEUTICAL CO.LTD;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78502;FULL SPECTRUM® WOMEN;VER REVERSO;TABLETA RECUBIERTA;VER REVERSO;IVC NUTRITION CORPORATION;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
II;78505;XTRA VIGOR MALE;VER FORMULA;COMPRIMIDO;VER FORMULA;XTRALIFE NATURAL PRODUCTS;/;/;ESTADOS UNIDOS;MAINES S.R.L.
II;78511;VITAMINA C INDUFAR TRIPLE INMUNIDAD;VITAMINA C - VITAMINA D3 - ZINC;POLVO EFERVESCENTE;100MG-10UG-10MG;INDUFAR C.I.S.A. DIVISION LABORATORIOS INDUFAR;/;/;PARAGUAY;IMFAR S.R.L
II;78512;"VITAMINA C INDUFAR 
";VITAMINA C;POLVO EFERVESCENTE;1000MG;INDUFAR C.I.S.A. DIVISION LABORATORIOS INDUFAR;/;/;PARAGUAY;IMFAR S.R.L
II;78524;VITAMIN C 500 MG;ACIDO ASCORBICO;TABLETA RECUBIERTA;500MG;IVC NUTRITION CORPORATION;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
NN;78533;DICLOFENACO GEL INTENSO 2%;DICLOFENACO SÓDICO (EQ. A DICLOFENACO DIETILAMINO);GEL;2G/100G (2%);"LABORATORIOS DE COSMÉTICA Y FARMOQUÍMICA S.A. ""COFAR S.A.""";/;/;BOLIVIA;LABORATORIOS DE COS.Y FARMQ.S.A. COFAR S.A.
II;78539;COLLAGEN PLUS C;COLAGENO HIDROLIZADO-VITAMINA C;CÁPSULA;394MG/48MG;ALPHACAPS GMBH;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);ALEMANIA;TERBOL S.A.(LAB.TERAPEUTICA BOLIVIANA SA)
